URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://i.ytimg.com/vi/8gFH-ElSvxw/hq720.jpg?sqp=-oaymwEhCMgEEMgCSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLBJoWQD4G_crLep3hA-E---qsFnTg,COMPLETE,200,https,GET,image/jpeg,/192.168.50.138,61082,i.ytimg.com/173.194.219.119,443,,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,102,,,,1,54,47,527.7168,102.53906,994.8994,,105,,,56,54958,,
https://i.ytimg.com/vi/T0dbBGmlsNA/hq720.jpg?sqp=-oaymwEhCMgEEMgCSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLAVs1jbgJnOeEaxHxbqH1l5tVg6ow,COMPLETE,200,https,GET,image/jpeg,/192.168.50.138,61082,i.ytimg.com/173.194.219.119,443,,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,33,,,,1,7,25,1229.0479,101.5625,5779.575,,104,,,87,41341,,
https://i.ytimg.com/vi/PcfzFW8sbMU/hq720.jpg?sqp=-oaymwEhCMgEEMgCSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLDuGmGsC37eenl2oTQFj_6CjyGhKQ,COMPLETE,200,https,GET,image/jpeg,/192.168.50.138,61082,i.ytimg.com/173.194.219.119,443,,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,72,,,,0,28,44,499.93164,0.0,1281.877,,105,,,56,36698,,
https://i.ytimg.com/vi/vfEES0Alb7k/sddefault.jpg?v=5a589a56,COMPLETE,304,https,GET,image/jpeg,/192.168.50.138,61082,i.ytimg.com/173.194.219.119,443,,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,31,,,,0,0,31,3.149414,0.0,0.0,,52,,,48,,,
https://i.ytimg.com/vi/1bMWi-0w6No/hq720.jpg?sqp=-oaymwEhCMgEEMgCSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLBgliGtk84d4ienGFKflxROpPQs9g,COMPLETE,200,https,GET,image/jpeg,/192.168.50.138,61082,i.ytimg.com/173.194.219.119,443,,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,35,,,,1,11,23,994.6426,101.5625,3155.539,,104,,,56,35488,,
https://i.ytimg.com/vi/fP3WODC-V04/hq720.jpg?sqp=-oaymwEhCMgEEMgCSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLCqEUlwwPRCRBwwNXWLJjqKKyNmig,COMPLETE,200,https,GET,image/jpeg,/192.168.50.138,61082,i.ytimg.com/173.194.219.119,443,,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,28 Sep 2018 04:41:18,34,,,,0,9,25,1335.793,0.0,5034.7217,,107,,,56,46344,,
https://youtubei.googleapis.com/youtubei/v1/log_interaction?key=AIzaSyB-63vPrdThhKuerbB2N_l7Kwwcxj6yUAc,COMPLETE,200,https,POST,application/x-protobuf,/192.168.50.138,61074,youtubei.googleapis.com/172.217.3.234,443,,28 Sep 2018 04:41:21,28 Sep 2018 04:41:21,28 Sep 2018 04:41:22,28 Sep 2018 04:41:22,69,,,,0,1,68,31.532227,0.0,640.625,,419,1153,,45,611,,62.3%
https://youtubei.googleapis.com/youtubei/v1/log_event?key=AIzaSyB-63vPrdThhKuerbB2N_l7Kwwcxj6yUAc,COMPLETE,200,https,POST,application/x-protobuf,/192.168.50.138,61074,youtubei.googleapis.com/172.217.3.234,443,,28 Sep 2018 04:41:21,28 Sep 2018 04:41:21,28 Sep 2018 04:41:21,28 Sep 2018 04:41:21,33,,,,1,1,31,92.77344,2964.8438,96.67969,,414,2622,,45,54,,-50.0%
https://redirector.googlevideo.com/initplayback?source=youtube&itag=0&pvi=0&pai=0&owc=yes&id=B84730B0A3F92106,COMPLETE,302,https,GET,text/html; charset=UTF-8,/192.168.50.138,61087,redirector.googlevideo.com/108.177.122.100,443,,28 Sep 2018 04:41:36,28 Sep 2018 04:41:36,28 Sep 2018 04:41:36,28 Sep 2018 04:41:36,87,15,14,40,3,2,13,215.16895,402.66895,8755.859,1074,163,,17101,379,452,,
https://r6---sn-5ualdn7z.googlevideo.com/initplayback?source=youtube&itag=0&pvi=0&pai=0&owc=yes&id=B84730B0A3F92106&cms_redirect=yes&mip=71.199.187.158&mm=31&mn=sn-5ualdn7z&ms=au&mt=1538123970&mv=m&pl=18,COMPLETE,204,https,GET,multipart/byteranges; boundary=GoogMRZ6F3DEQ1N4,/192.168.50.138,61078,r6---sn-5ualdn7z.googlevideo.com/173.194.60.172,443,,28 Sep 2018 04:41:36,28 Sep 2018 04:41:36,28 Sep 2018 04:41:36,28 Sep 2018 04:41:36,13,,,,0,0,13,31.174805,0.0,0.0,,415,,,0,,,
https://youtubei.googleapis.com/youtubei/v1/log_interaction?key=AIzaSyB-63vPrdThhKuerbB2N_l7Kwwcxj6yUAc,COMPLETE,200,https,POST,application/x-protobuf,/192.168.50.138,61074,youtubei.googleapis.com/172.217.3.234,443,,28 Sep 2018 04:41:55,28 Sep 2018 04:41:55,28 Sep 2018 04:41:55,28 Sep 2018 04:41:55,76,,,,3,1,72,27.09961,473.958,637.6953,,512,944,,42,611,,62.3%
https://youtubei.googleapis.com/youtubei/v1/log_event?key=AIzaSyB-63vPrdThhKuerbB2N_l7Kwwcxj6yUAc,COMPLETE,200,https,POST,application/x-protobuf,/192.168.50.138,61074,youtubei.googleapis.com/172.217.3.234,443,,28 Sep 2018 04:41:55,28 Sep 2018 04:41:55,28 Sep 2018 04:41:55,28 Sep 2018 04:41:55,34,,,,3,1,30,81.25488,889.64844,93.75,,362,2371,,42,54,,-50.0%
https://r6---sn-5ualdn7z.googlevideo.com/initplayback?source=youtube&itag=0&pvi=0&pai=0&owc=yes&id=B84730B0A3F92106&cms_redirect=yes&mip=71.199.187.158&mm=31&mn=sn-5ualdn7z&ms=au&mt=1538123970&mv=m&pl=18,COMPLETE,204,https,GET,multipart/byteranges; boundary=GoogMRZ6F3DEQ1N4,/192.168.50.138,61078,r6---sn-5ualdn7z.googlevideo.com/173.194.60.172,443,,28 Sep 2018 04:42:01,28 Sep 2018 04:42:01,28 Sep 2018 04:42:02,28 Sep 2018 04:42:02,13,,,,0,1,12,31.174805,0.0,0.0,,415,,,0,,,
https://www.googleapis.com/geolocation/v1/geolocate?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,COMPLETE,200,https,POST,application/json; charset=UTF-8,/127.0.0.1,58441,www.googleapis.com/74.125.136.95,443,,28 Sep 2018 04:42:02,28 Sep 2018 04:42:02,28 Sep 2018 04:42:02,28 Sep 2018 04:42:02,105,2,13,17,1,2,70,60.87207,5622.0703,384.76562,723,221,4813,372,322,94,,-13.3%
https://youtubei.googleapis.com/youtubei/v1/log_event?key=AIzaSyB-63vPrdThhKuerbB2N_l7Kwwcxj6yUAc,COMPLETE,200,https,POST,application/x-protobuf,/192.168.50.138,61074,youtubei.googleapis.com/172.217.3.234,443,,28 Sep 2018 04:42:21,28 Sep 2018 04:42:21,28 Sep 2018 04:42:21,28 Sep 2018 04:42:21,27,,,,0,2,25,46.44043,0.0,46.875,,363,825,,42,54,,-50.0%
https://r6---sn-5ualdn7z.googlevideo.com/initplayback?source=youtube&itag=0&pvi=0&pai=0&owc=yes&id=B84730B0A3F92106&cms_redirect=yes&mip=71.199.187.158&mm=31&mn=sn-5ualdn7z&ms=au&mt=1538123970&mv=m&pl=18,COMPLETE,204,https,GET,multipart/byteranges; boundary=GoogMRZ6F3DEQ1N4,/192.168.50.138,61078,r6---sn-5ualdn7z.googlevideo.com/173.194.60.172,443,,28 Sep 2018 04:42:26,28 Sep 2018 04:42:26,28 Sep 2018 04:42:26,28 Sep 2018 04:42:26,14,,,,0,1,13,28.947266,0.0,0.0,,415,,,0,,,
https://fpdownload.macromedia.com,EXCEPTION,200,https,CONNECT,,/127.0.0.1,58454,fpdownload.macromedia.com/23.43.161.20,443,com.xk72.proxy.ProxyException: Client SSL handshake failed - Remote host closed connection during handshake,28 Sep 2018 04:42:30,,,,,20,10,32,,,,,,,1114,0,,21664,0,,,
https://redirector.googlevideo.com/initplayback?source=youtube&itag=0&pvi=0&pai=0&owc=yes&id=B84730B0A3F92106,COMPLETE,302,https,GET,text/html; charset=UTF-8,/192.168.50.138,61087,redirector.googlevideo.com/108.177.122.100,443,,28 Sep 2018 04:42:51,28 Sep 2018 04:42:51,28 Sep 2018 04:42:51,28 Sep 2018 04:42:51,23,,,,1,3,19,28.02246,7.8125,212.23926,,8,,,200,452,,
https://r6---sn-5ualdn7z.googlevideo.com/initplayback?source=youtube&itag=0&pvi=0&pai=0&owc=yes&id=B84730B0A3F92106&cms_redirect=yes&mip=71.199.187.158&mm=31&mn=sn-5ualdn7z&ms=au&mt=1538124094&mv=m&pl=18,COMPLETE,204,https,GET,multipart/byteranges; boundary=GoogMRZ6F3DEQ1N4,/192.168.50.138,61078,r6---sn-5ualdn7z.googlevideo.com/173.194.60.172,443,,28 Sep 2018 04:42:51,28 Sep 2018 04:42:51,28 Sep 2018 04:42:51,28 Sep 2018 04:42:51,15,,,,0,0,15,27.017578,0.0,0.0,,415,,,0,,,
